Library,Current Version,Latest Version,Status
lru-cache,4.1.5,11.2.1,Update available (11.2.1)
yallist,2.1.2,5.0.0,Update available (5.0.0)
split,0.3.3,1.0.1,Update available (1.0.1)
stream-combiner,0.2.2,0.2.2,Up-to-date
through,2.3.8,2.3.8,Up-to-date
is-object,1.0.2,1.0.2,Up-to-date
object-assign,4.1.1,4.1.1,Up-to-date
boolbase,1.0.0,1.0.0,Up-to-date
css-select,5.2.2,6.0.0,Update available (6.0.0)
css-what,6.2.2,7.0.0,Update available (7.0.0)
domelementtype,2.3.0,2.3.0,Up-to-date
entities,4.5.0,7.0.0,Update available (7.0.0)
iconv-lite,0.6.3,0.7.0,Update available (0.7.0)
whatwg-encoding,3.1.1,3.1.1,Up-to-date
browserify-aes,1.2.0,1.2.0,Up-to-date
browserify-des,1.0.2,1.0.2,Up-to-date
evp_bytestokey,1.0.3,1.0.3,Up-to-date
bn.js,5.2.2,5.2.2,Up-to-date
browserify-rsa,4.1.1,4.1.1,Up-to-date
elliptic,6.6.1,6.6.1,Up-to-date
parse-asn1,5.1.7,5.1.7,Up-to-date
readable-stream,2.3.8,4.7.0,Update available (4.7.0)
safe-buffer,5.1.2,5.2.1,Update available (5.2.1)
cipher-base,1.0.6,1.0.6,Up-to-date
md5.js,1.3.5,1.3.5,Up-to-date
ripemd160,2.0.2,2.0.2,Up-to-date
sha.js,2.4.12,2.4.12,Up-to-date
miller-rabin,4.0.1,4.0.1,Up-to-date
to-buffer,1.2.1,1.2.1,Up-to-date
isarray,2.0.5,2.0.5,Up-to-date
argparse,2.0.1,2.0.1,Up-to-date
linkify-it,4.0.1,5.0.0,Update available (5.0.0)
mdurl,1.0.1,2.0.0,Update available (2.0.0)
uc.micro,1.0.6,2.1.0,Update available (2.1.0)
mdast,3.0.15,3.0.0,Current version is newer than npm (3.0.0)
mdast-util-to-string,2.0.0,4.0.0,Update available (4.0.0)
parse-entities,2.0.0,4.0.2,Update available (4.0.2)
character-entities,1.2.4,2.0.2,Update available (2.0.2)
unist-util-stringify-position,2.0.3,4.0.0,Update available (4.0.0)
import-fresh,3.3.1,3.3.1,Up-to-date
object-schema,2.0.3,0.1.19,Current version is newer than npm (0.1.19)
fs.scandir,2.1.5,,Not Found
fastq,1.19.1,1.19.1,Up-to-date
fast-json-stable-stringify,2.1.0,2.1.0,Up-to-date
uri-js,4.4.1,4.4.1,Up-to-date
path-key,3.1.1,4.0.0,Update available (4.0.0)
shebang-command,2.0.0,2.0.0,Up-to-date
which,2.0.2,5.0.0,Update available (5.0.0)
esrecurse,4.3.0,4.3.0,Up-to-date
estraverse,5.3.0,5.3.0,Up-to-date
flat-cache,3.2.0,6.1.13,Update available (6.1.13)
locate-path,6.0.0,7.2.0,Update available (7.2.0)
type-fest,0.20.2,4.41.0,Update available (4.41.0)
is-extglob,2.1.1,2.1.1,Up-to-date
prelude-ls,1.2.1,1.2.1,Up-to-date
type-check,0.4.0,0.4.0,Up-to-date
deep-is,0.1.4,0.1.4,Up-to-date
fast-levenshtein,2.0.6,3.0.0,Update available (3.0.0)
word-wrap,1.2.5,1.2.5,Up-to-date
negotiator,0.6.3,1.0.0,Update available (1.0.0)
bytes,3.1.2,3.1.2,Up-to-date
destroy,1.2.0,1.2.0,Up-to-date
raw-body,2.5.2,3.0.1,Update available (3.0.1)
unpipe,1.0.0,1.0.0,Up-to-date
toidentifier,1.0.1,1.0.1,Up-to-date
ee-first,1.1.1,1.1.1,Up-to-date
forwarded,0.2.0,0.2.0,Up-to-date
ipaddr.js,1.9.1,2.2.0,Update available (2.2.0)
side-channel,1.1.0,1.1.0,Up-to-date
mime,1.6.0,4.0.7,Update available (4.0.7)
media-typer,0.3.0,1.1.0,Update available (1.1.0)
merge-streams,2.3.0,,Not Found
path-type,6.0.0,6.0.0,Up-to-date
slash,5.1.0,5.1.0,Up-to-date
unicorn-magic,0.3.0,0.3.0,Up-to-date
punycode.js,2.3.1,2.3.1,Up-to-date
micromark-core-commonmark,2.0.3,2.0.3,Up-to-date
micromark-extension-directive,4.0.0,4.0.0,Up-to-date
parse-entities,4.0.2,4.0.2,Up-to-date
character-entities-legacy,3.0.0,3.0.0,Up-to-date
character-reference-invalid,2.0.1,2.0.1,Up-to-date
is-alphanumerical,2.0.1,2.0.1,Up-to-date
is-decimal,2.0.1,2.0.1,Up-to-date
is-hexadecimal,2.0.1,2.0.1,Up-to-date
is-alphabetical,2.0.1,2.0.1,Up-to-date
micromark-extension-gfm-autolink-literal,2.1.0,2.1.0,Up-to-date
micromark-extension-gfm-footnote,2.1.0,2.1.0,Up-to-date
micromark-extension-gfm-table,2.1.1,2.1.1,Up-to-date
micromark-extension-math,3.1.0,3.1.0,Up-to-date
micromark-util-types,2.0.2,2.0.2,Up-to-date
micromark,4.0.2,4.0.2,Up-to-date
braces,3.0.3,3.0.3,Up-to-date
picomatch,2.3.1,4.0.3,Update available (4.0.3)
readdirp,4.1.2,4.1.2,Up-to-date
foreground-child,3.3.1,3.3.1,Up-to-date
jackspeak,3.4.3,4.1.1,Update available (4.1.1)
minipass,7.1.2,7.1.2,Up-to-date
package-json-from-dist,1.0.1,1.0.1,Up-to-date
path-scurry,1.11.1,2.0.0,Update available (2.0.0)
lru-cache,10.4.3,11.2.1,Update available (11.2.1)
is-unicode-supported,0.1.0,2.1.0,Update available (2.1.0)
brace-expansion,2.0.2,4.0.1,Update available (4.0.1)
has-flag,4.0.0,5.0.1,Update available (5.0.1)
camelcase,6.3.0,8.0.0,Update available (8.0.0)
flat,5.0.2,6.0.1,Update available (6.0.1)
cliui,8.0.1,9.0.1,Update available (9.0.1)
wrap-ansi,7.0.0,9.0.2,Update available (9.0.2)
escalade,3.2.0,3.2.0,Up-to-date
get-caller-file,2.0.5,2.0.5,Up-to-date
require-directory,2.1.1,2.1.1,Up-to-date
y18n,5.0.8,5.0.8,Up-to-date
async-mutex,0.5.0,0.5.0,Up-to-date
follow-redirects,1.15.11,1.15.11,Up-to-date
https-proxy-agent,7.0.6,7.0.6,Up-to-date
new-find-package-json,2.0.0,2.0.0,Up-to-date
sparse-bitfield,3.0.3,3.0.3,Up-to-date
whatwg-url,11.0.5,14.2.0,Update available (14.2.0)
whatwg-url,14.2.0,14.2.0,Up-to-date
hasha,5.2.2,6.0.0,Update available (6.0.0)
is-stream,2.0.1,4.0.1,Update available (4.0.1)
package-hash,4.0.0,4.0.0,Up-to-date
write-file-atomic,3.0.3,6.0.0,Update available (6.0.0)
fs.realpath,1.0.0,1.0.0,Up-to-date
inflight,1.0.6,1.0.6,Up-to-date
once,1.4.0,1.4.0,Up-to-date
path-is-absolute,1.0.1,2.0.0,Update available (2.0.0)
append-transform,2.0.0,2.0.0,Up-to-date
archy,1.0.0,1.0.0,Up-to-date
source-map,0.6.1,0.7.6,Update available (0.7.6)
html-escaper,2.0.2,3.0.3,Update available (3.0.3)
aggregate-error,3.1.0,5.0.0,Update available (5.0.0)
fromentries,1.3.2,1.3.2,Up-to-date
is-windows,1.0.2,1.0.2,Up-to-date
require-main-filename,2.0.0,2.0.0,Up-to-date
set-blocking,2.0.0,2.0.0,Up-to-date
which-module,2.0.1,2.0.1,Up-to-date
constantinople,4.0.1,4.0.1,Up-to-date
doctypes,1.1.0,1.1.0,Up-to-date
js-stringify,1.0.2,1.0.2,Up-to-date
pug-attrs,3.0.0,3.0.0,Up-to-date
pug-error,2.1.0,2.1.0,Up-to-date
void-elements,3.1.0,3.1.0,Up-to-date
with,7.0.2,7.0.2,Up-to-date
jstransformer,1.0.0,1.0.0,Up-to-date
pug-walk,2.0.0,2.0.0,Up-to-date
resolve,1.22.10,1.22.10,Up-to-date
character-parser,2.2.0,4.0.0,Update available (4.0.0)
is-expression,4.0.0,4.0.0,Up-to-date
acorn,7.4.1,8.15.0,Update available (8.15.0)
token-stream,1.0.0,1.0.0,Up-to-date
type-detect,4.0.8,4.1.0,Update available (4.1.0)
string_decoder,1.1.1,1.3.0,Update available (1.3.0)
util-deprecate,1.0.2,1.0.2,Up-to-date
eslint,7.29.0,9.35.0,Update available (9.35.0)
ansi-escapes,4.3.2,7.1.0,Update available (7.1.0)
type-fest,0.21.3,4.41.0,Update available (4.41.0)
eslint-rule-docs,1.1.235,1.1.235,Up-to-date
plur,4.0.0,5.1.0,Update available (5.1.0)
supports-hyperlinks,2.3.0,4.1.2,Update available (4.1.2)
array-union,2.1.0,3.0.1,Update available (3.0.1)
dir-glob,3.0.1,3.0.1,Up-to-date
path-type,4.0.0,6.0.0,Update available (6.0.0)
merge2,1.4.1,1.4.1,Up-to-date
diff-sequences,29.6.3,29.6.3,Up-to-date
jest-get-type,29.6.3,29.6.3,Up-to-date
pretty-format,29.7.0,30.0.5,Update available (30.0.5)
ansi-styles,5.2.0,6.2.3,Update available (6.2.3)
minimist,1.2.5,1.2.8,Update available (1.2.8)
camelcase-keys,6.2.2,10.0.0,Update available (10.0.0)
decamelize-keys,1.1.1,2.0.1,Update available (2.0.1)
map-obj,1.0.1,5.0.2,Update available (5.0.2)
hard-rejection,2.1.0,2.1.0,Up-to-date
minimist-options,4.1.0,4.1.0,Up-to-date
normalize-package-data,3.0.3,8.0.0,Update available (8.0.0)
redent,3.0.0,4.0.0,Update available (4.0.0)
trim-newlines,3.0.1,5.0.0,Update available (5.0.0)
read-pkg,5.2.0,9.0.1,Update available (9.0.1)
normalize-package-data,2.5.0,8.0.0,Update available (8.0.0)
type-fest,0.6.0,4.41.0,Update available (4.41.0)
hosted-git-info,2.8.9,9.0.0,Update available (9.0.0)
semver,5.7.2,7.7.2,Update available (7.7.2)
helper-numbers,1.13.2,,Not Found
helper-wasm-bytecode,1.13.2,,Not Found
helper-buffer,1.14.1,,Not Found
helper-wasm-section,1.14.1,,Not Found
wasm-gen,1.14.1,,Not Found
wasm-opt,1.14.1,1.4.0,Current version is newer than npm (1.4.0)
wast-printer,1.14.1,,Not Found
helper-api-error,1.13.2,,Not Found
ieee754,1.13.2,1.2.1,Current version is newer than npm (1.2.1)
leb128,1.13.2,0.0.5,Current version is newer than npm (0.0.5)
utf8,1.13.2,3.0.0,Update available (3.0.0)
caniuse-lite,1.0.30001741,1.0.30001741,Up-to-date
electron-to-chromium,1.5.215,1.5.215,Up-to-date
node-releases,2.0.20,2.0.20,Up-to-date
update-browserslist-db,1.1.3,1.1.3,Up-to-date
mime-db,1.52.0,1.54.0,Update available (1.54.0)
ajv-formats,2.1.1,3.0.1,Update available (3.0.1)
ajv-keywords,5.1.0,5.1.0,Up-to-date
jest-worker,27.5.1,30.1.0,Update available (30.1.0)
terser,5.44.0,5.44.0,Up-to-date
commander,2.20.3,14.0.0,Update available (14.0.0)
sourcemap-codec,1.5.5,1.4.8,Current version is newer than npm (1.4.8)
resolve-uri,3.1.2,,Not Found
yallist,3.1.1,5.0.0,Update available (5.0.0)
regexpu-core,6.2.0,6.3.0,Update available (6.3.0)
helper-wrap-function,7.28.3,,Not Found
helper-member-expression-to-functions,7.27.1,0.0.1-security,Current version is newer than npm (0.0.1-security)
helper-optimise-call-expression,7.27.1,,Not Found
lodash.debounce,4.0.8,4.0.8,Up-to-date
file-type,5.2.0,21.0.0,Update available (21.0.0)
tar-stream,1.6.2,3.1.7,Update available (3.1.7)
seek-bzip,1.0.6,2.0.0,Update available (2.0.0)
unbzip2-stream,1.4.3,1.4.3,Up-to-date
get-stream,2.3.1,9.0.1,Update available (9.0.1)
yauzl,2.10.0,3.2.0,Update available (3.2.0)
is-natural-number,4.0.1,4.0.1,Up-to-date
fs.stat,2.0.5,,Not Found
call-bind-apply-helpers,1.0.2,1.0.2,Up-to-date
es-define-property,1.0.1,1.0.1,Up-to-date
get-intrinsic,1.3.0,1.3.0,Up-to-date
set-function-length,1.2.2,1.2.2,Up-to-date
define-data-property,1.1.4,1.1.4,Up-to-date
has-property-descriptors,1.0.2,1.0.2,Up-to-date
object-keys,1.1.1,1.1.1,Up-to-date
get-proto,1.0.1,1.0.1,Up-to-date
safe-regex-test,1.1.0,1.1.0,Up-to-date
available-typed-arrays,1.0.7,1.0.7,Up-to-date
for-each,0.3.5,0.3.5,Up-to-date
gopd,1.2.0,1.2.0,Up-to-date
buffer-from,1.1.2,1.1.2,Up-to-date
typedarray,0.0.6,0.0.7,Update available (0.0.7)
combined-stream2,1.1.2,1.1.2,Up-to-date
through2,0.5.1,4.0.2,Update available (4.0.2)
readable-stream,1.0.34,4.7.0,Update available (4.7.0)
isarray,0.0.1,2.0.5,Update available (2.0.5)
string_decoder,0.10.31,1.3.0,Update available (1.3.0)
psl,1.15.0,1.15.0,Up-to-date
punycode,2.3.1,2.3.1,Up-to-date
ansi-regex,2.1.1,6.2.2,Update available (6.2.2)
osx-release,1.1.0,2.0.0,Update available (2.0.0)
win-release,1.1.1,3.0.0,Update available (3.0.0)
has-symbols,1.1.0,1.1.0,Up-to-date
callsites,0.2.0,4.2.0,Update available (4.2.0)
colors,1.0.3,1.4.0,Update available (1.4.0)
abbrev,1.1.1,3.0.1,Update available (3.0.1)
undici-types,7.10.0,7.16.0,Update available (7.16.0)
tmp,0.0.33,0.2.5,Update available (0.2.5)
duplexer,0.1.2,0.1.2,Up-to-date
nth-check,2.1.1,2.1.1,Up-to-date
safer-buffer,2.1.2,2.1.2,Up-to-date
buffer-xor,1.0.3,2.0.2,Update available (2.0.2)
des.js,1.1.0,1.1.0,Up-to-date
brorand,1.1.0,1.1.0,Up-to-date
hash.js,1.1.7,1.1.7,Up-to-date
hmac-drbg,1.0.1,1.0.1,Up-to-date
minimalistic-assert,1.0.1,1.0.1,Up-to-date
minimalistic-crypto-utils,1.0.1,1.0.1,Up-to-date
asn1.js,4.10.1,5.4.1,Update available (5.4.1)
core-util-is,1.0.3,1.0.3,Up-to-date
isarray,1.0.0,2.0.5,Update available (2.0.5)
process-nextick-args,2.0.1,2.0.1,Up-to-date
typed-array-buffer,1.0.3,1.0.3,Up-to-date
unist,2.0.11,0.0.1,Current version is newer than npm (0.0.1)
character-entities-legacy,1.1.4,3.0.0,Update available (3.0.0)
character-reference-invalid,1.1.4,2.0.1,Update available (2.0.1)
is-alphanumerical,1.0.4,2.0.1,Update available (2.0.1)
is-decimal,1.0.4,2.0.1,Update available (2.0.1)
is-hexadecimal,1.0.4,2.0.1,Update available (2.0.1)
parent-module,1.0.1,3.1.0,Update available (3.1.0)
callsites,3.1.0,4.2.0,Update available (4.2.0)
resolve-from,4.0.0,5.0.0,Update available (5.0.0)
run-parallel,1.2.0,1.2.0,Up-to-date
reusify,1.1.0,1.1.0,Up-to-date
color-convert,2.0.1,3.1.0,Update available (3.1.0)
shebang-regex,3.0.0,4.0.0,Update available (4.0.0)
isexe,2.0.0,3.1.1,Update available (3.1.1)
flatted,3.3.3,3.3.3,Up-to-date
keyv,4.5.4,5.5.0,Update available (5.5.0)
p-locate,5.0.0,6.0.0,Update available (6.0.0)
balanced-match,1.0.2,3.0.1,Update available (3.0.1)
concat-map,0.0.1,0.0.2,Update available (0.0.2)
es-errors,1.3.0,1.3.0,Up-to-date
object-inspect,1.13.4,1.13.4,Up-to-date
side-channel-list,1.0.0,1.0.0,Up-to-date
side-channel-map,1.0.1,1.0.1,Up-to-date
side-channel-weakmap,1.0.2,1.0.2,Up-to-date
decode-named-character-reference,1.2.0,1.2.0,Up-to-date
devlop,1.1.0,1.1.0,Up-to-date
micromark-factory-destination,2.0.1,2.0.1,Up-to-date
micromark-factory-label,2.0.1,2.0.1,Up-to-date
micromark-factory-space,2.0.1,2.0.1,Up-to-date
micromark-factory-title,2.0.1,2.0.1,Up-to-date
micromark-factory-whitespace,2.0.1,2.0.1,Up-to-date
micromark-util-character,2.1.1,2.1.1,Up-to-date
micromark-util-chunked,2.0.1,2.0.1,Up-to-date
micromark-util-classify-character,2.0.1,2.0.1,Up-to-date
micromark-util-html-tag-name,2.0.1,2.0.1,Up-to-date
micromark-util-normalize-identifier,2.0.1,2.0.1,Up-to-date
micromark-util-resolve-all,2.0.1,2.0.1,Up-to-date
micromark-util-subtokenize,2.1.0,2.1.0,Up-to-date
micromark-util-symbol,2.0.1,2.0.1,Up-to-date
micromark-util-sanitize-uri,2.0.1,2.0.1,Up-to-date
katex,0.16.7,0.16.22,Update available (0.16.22)
katex,0.16.22,0.16.22,Up-to-date
commander,8.3.0,14.0.0,Update available (14.0.0)
debug,4.1.12,4.4.1,Update available (4.4.1)
micromark-util-combine-extensions,2.0.1,2.0.1,Up-to-date
micromark-util-decode-numeric-character-reference,2.0.2,2.0.2,Up-to-date
micromark-util-encode,2.0.1,2.0.1,Up-to-date
fill-range,7.1.1,7.1.1,Up-to-date
signal-exit,4.1.0,4.1.0,Up-to-date
cliui,8.0.2,9.0.1,Update available (9.0.1)
strip-ansi,7.1.2,7.1.2,Up-to-date
ansi-regex,6.2.2,6.2.2,Up-to-date
parseargs,0.11.0,,Not Found
is-fullwidth-code-point,3.0.0,5.1.0,Update available (5.1.0)
agent-base,7.1.4,7.1.4,Up-to-date
b4a,1.6.7,1.6.7,Up-to-date
fast-fifo,1.3.2,1.3.2,Up-to-date
streamx,2.22.1,2.22.1,Up-to-date
buffer-crc32,0.2.13,1.0.0,Update available (1.0.0)
pend,1.2.0,1.2.0,Up-to-date
memory-pager,1.5.0,1.5.0,Up-to-date
webidl-conversions,7.0.3,8.0.0,Update available (8.0.0)
tr46,5.1.1,5.1.1,Up-to-date
webidl-conversions,7.0.0,8.0.0,Update available (8.0.0)
esprima,4.0.1,4.0.1,Up-to-date
lodash.flattendeep,4.4.0,4.4.0,Up-to-date
release-zalgo,1.0.0,1.0.0,Up-to-date
is-typedarray,1.0.0,1.0.0,Up-to-date
typedarray-to-buffer,3.1.5,4.0.0,Update available (4.0.0)
wrappy,1.0.2,1.0.2,Up-to-date
default-require-extensions,3.0.1,3.0.1,Up-to-date
clean-stack,2.2.0,5.2.0,Update available (5.2.0)
indent-string,4.0.0,5.0.0,Update available (5.0.0)
assert-never,1.4.0,1.4.0,Up-to-date
babel-walk,3.0.0-canary-5,3.0.1,Current version is newer than npm (3.0.1)
is-promise,2.2.2,4.0.0,Update available (4.0.0)
promise,7.3.1,8.3.0,Update available (8.3.0)
is-core-module,2.16.1,2.16.1,Up-to-date
path-parse,1.0.7,1.0.7,Up-to-date
supports-preserve-symlinks-flag,1.0.0,1.0.0,Up-to-date
is-regex,1.2.1,1.2.1,Up-to-date
irregular-plurals,3.5.0,4.1.0,Update available (4.1.0)
schemas,29.6.3,1.0.0,Current version is newer than npm (1.0.0)
react-is,18.3.1,19.1.1,Update available (19.1.1)
map-obj,4.3.0,5.0.2,Update available (5.0.2)
quick-lru,4.0.1,7.1.0,Update available (7.1.0)
arrify,1.0.1,3.0.0,Update available (3.0.0)
is-plain-obj,1.1.0,4.1.0,Update available (4.1.0)
kind-of,6.0.3,6.0.3,Up-to-date
hosted-git-info,4.1.0,9.0.0,Update available (9.0.0)
lru-cache,6.0.0,11.2.1,Update available (11.2.1)
validate-npm-package-license,3.0.4,3.0.4,Up-to-date
strip-indent,3.0.0,4.0.0,Update available (4.0.0)
normalize-package-data,2.4.4,8.0.0,Update available (8.0.0)
parse-json,5.2.0,8.3.0,Update available (8.3.0)
floating-point-hex-parser,1.13.2,,Not Found
long,4.2.2,5.3.2,Update available (5.3.2)
ieee754,1.2.0,1.2.1,Update available (1.2.1)
merge-stream,2.0.0,2.0.0,Up-to-date
source-map,0.3.11,0.7.6,Update available (0.7.6)
source-map-support,0.5.21,0.5.21,Up-to-date
regenerate-unicode-properties,10.2.0,10.2.2,Update available (10.2.2)
regenerate,1.4.2,1.4.2,Up-to-date
regjsgen,0.8.0,0.8.0,Up-to-date
regjsparser,0.12.0,0.12.0,Up-to-date
jsesc,3.0.2,3.1.0,Update available (3.1.0)
unicode-match-property-ecmascript,2.0.0,2.0.0,Up-to-date
unicode-match-property-value-ecmascript,2.2.0,2.2.1,Update available (2.2.1)
bl,1.2.3,6.1.3,Update available (6.1.3)
buffer-alloc,1.2.0,1.2.0,Up-to-date
end-of-stream,1.4.5,1.4.5,Up-to-date
fs-constants,1.0.0,1.0.0,Up-to-date
xtend,4.0.2,4.0.2,Up-to-date
pinkie-promise,2.0.1,2.0.1,Up-to-date
fd-slicer,1.1.0,1.1.0,Up-to-date
function-bind,1.1.2,1.1.2,Up-to-date
es-object-atoms,1.1.1,1.1.1,Up-to-date
hasown,2.0.2,2.0.2,Up-to-date
math-intrinsics,1.1.0,1.1.0,Up-to-date
dunder-proto,1.0.1,1.0.1,Up-to-date
possible-typed-array-names,1.1.0,1.1.0,Up-to-date
is-callable,1.2.7,1.2.7,Up-to-date
pseudomap,1.0.2,1.0.2,Up-to-date
os-tmpdir,1.0.2,2.0.0,Update available (2.0.0)
is-alphabetical,1.0.4,2.0.1,Update available (2.0.1)
queue-microtask,1.2.3,1.2.3,Up-to-date
color-name,1.1.4,2.0.0,Update available (2.0.0)
json-buffer,3.0.1,3.0.1,Up-to-date
p-limit,3.1.0,7.1.1,Update available (7.1.1)
character-entities,2.0.2,2.0.2,Up-to-date
dequal,2.0.3,2.0.3,Up-to-date
ms,2.1.0,2.1.3,Update available (2.1.3)
to-regex-range,5.0.1,5.0.1,Up-to-date
string-width,5.1.2,8.1.0,Update available (8.1.0)
wrap-ansi,8.1.0,9.0.2,Update available (9.0.2)
ansi-styles,6.2.3,6.2.3,Up-to-date
bare-events,2.6.1,2.6.1,Up-to-date
text-decoder,1.2.3,1.2.3,Up-to-date
sprintf-js,1.0.3,1.1.3,Update available (1.1.3)
es6-error,4.1.1,4.1.1,Up-to-date
strip-bom,4.0.0,5.0.0,Update available (5.0.0)
asap,2.0.6,2.0.6,Up-to-date
typebox,0.27.8,1.0.0,Update available (1.0.0)
spdx-correct,3.2.0,3.2.0,Up-to-date
spdx-expression-parse,3.0.1,4.0.0,Update available (4.0.0)
min-indent,1.0.1,1.0.1,Up-to-date
error-ex,1.3.2,1.3.2,Up-to-date
lines-and-columns,1.2.4,2.0.4,Update available (2.0.4)
unicode-canonical-property-names-ecmascript,2.0.1,2.0.1,Up-to-date
unicode-property-aliases-ecmascript,2.1.0,2.1.0,Up-to-date
buffer-alloc-unsafe,1.1.0,1.1.0,Up-to-date
buffer-fill,1.0.0,1.0.0,Up-to-date
pinkie,2.0.4,2.0.4,Up-to-date
yocto-queue,0.1.0,1.2.1,Update available (1.2.1)
is-number,7.0.0,7.0.0,Up-to-date
eastasianwidth,0.2.0,0.3.0,Update available (0.3.0)
emoji-regex,9.2.2,10.5.0,Update available (10.5.0)
p-try,2.2.0,3.0.0,Update available (3.0.0)
spdx-license-ids,3.0.22,3.0.22,Up-to-date
spdx-exceptions,2.5.0,2.5.0,Up-to-date
is-arrayish,0.2.1,0.3.2,Update available (0.3.2)
node,16.18.126,20.19.5,Update available (20.19.5)
ava,3.15.0,6.4.1,Update available (6.4.1)
c8,7.14.0,10.1.3,Update available (10.1.3)
execa,6.1.0,9.6.0,Update available (9.6.0)
log-update,5.0.1,6.1.0,Update available (6.1.0)
cli-cursor,4.0.0,5.0.0,Update available (5.0.0)
slice-ansi,5.0.0,7.1.2,Update available (7.1.2)
restore-cursor,4.0.0,5.1.0,Update available (5.1.0)
is-fullwidth-code-point,4.0.0,5.1.0,Update available (5.1.0)
onetime,5.1.2,7.0.0,Update available (7.0.0)
mimic-fn,2.1.0,5.0.0,Update available (5.0.0)
matcha,0.7.0,0.7.0,Up-to-date
tsd,0.19.1,0.33.0,Update available (0.33.0)
xo,0.57.0,1.2.2,Update available (1.2.2)
arrify,3.0.0,3.0.0,Up-to-date
eslint-formatter-pretty,6.0.1,6.0.1,Up-to-date
eslint,8.56.12,9.35.0,Update available (9.35.0)
eslint-plugin-prettier,5.5.4,5.5.4,Up-to-date
meow,13.2.0,13.2.0,Up-to-date
ansi-escapes,6.2.1,7.1.0,Update available (7.1.0)
chalk,5.6.2,5.6.2,Up-to-date
log-symbols,6.0.0,7.0.1,Update available (7.0.1)
plur,5.1.0,5.1.0,Up-to-date
string-width,7.2.0,8.1.0,Update available (8.1.0)
supports-hyperlinks,3.2.0,4.1.2,Update available (4.1.2)
eslint,9.6.1,9.35.0,Update available (9.35.0)
is-unicode-supported,1.3.0,2.1.0,Update available (2.1.0)
emoji-regex,10.5.0,10.5.0,Up-to-date
yoctodelay,2.0.0,2.0.0,Up-to-date
react,2.0.0,19.1.1,Update available (19.1.1)
acorn-walk,8.3.4,8.3.4,Up-to-date
arrgv,1.0.2,1.0.2,Up-to-date
arrify,2.0.1,3.0.0,Update available (3.0.0)
chokidar,3.6.0,4.0.3,Update available (4.0.3)
chunkd,2.0.1,2.0.1,Up-to-date
ci-info,2.0.0,4.3.0,Update available (4.3.0)
ci-parallel-vars,1.0.1,1.0.1,Up-to-date
clean-yaml-object,0.1.0,0.1.0,Up-to-date
cli-cursor,3.1.0,5.0.0,Update available (5.0.0)
cli-truncate,2.1.0,5.0.0,Update available (5.0.0)
code-excerpt,3.0.0,4.0.0,Update available (4.0.0)
common-path-prefix,3.0.0,3.0.0,Up-to-date
concordance,5.0.4,5.0.4,Up-to-date
currently-unhandled,0.4.1,0.4.1,Up-to-date
del,6.1.1,8.0.0,Update available (8.0.0)
emittery,0.8.1,1.2.0,Update available (1.2.0)
equal-length,1.0.1,1.0.1,Up-to-date
figures,3.2.0,6.1.0,Update available (6.1.0)
ignore-by-default,2.1.0,2.1.0,Up-to-date
import-local,3.2.0,3.2.0,Up-to-date
is-error,2.2.2,2.2.2,Up-to-date
is-plain-object,5.0.0,5.0.0,Up-to-date
is-promise,4.0.0,4.0.0,Up-to-date
lodash,4.17.21,4.17.21,Up-to-date
matcher,3.0.0,5.0.0,Update available (5.0.0)
md5-hex,3.0.1,5.0.0,Update available (5.0.0)
mem,8.1.1,10.0.0,Update available (10.0.0)
ora,5.4.1,8.2.0,Update available (8.2.0)
p-event,4.2.0,6.0.1,Update available (6.0.1)
p-map,4.0.0,7.0.3,Update available (7.0.3)
pkg-conf,3.1.0,5.0.0,Update available (5.0.0)
find-up,3.0.0,7.0.0,Update available (7.0.0)
locate-path,3.0.0,7.2.0,Update available (7.2.0)
p-locate,3.0.0,6.0.0,Update available (6.0.0)
path-exists,3.0.0,5.0.0,Update available (5.0.0)
pretty-ms,7.0.1,9.2.0,Update available (9.2.0)
resolve-cwd,3.0.0,3.0.0,Up-to-date
stack-utils,2.0.6,2.0.6,Up-to-date
escape-string-regexp,2.0.0,5.0.0,Update available (5.0.0)
supertap,2.0.0,3.0.1,Update available (3.0.1)
temp-dir,2.0.0,3.0.0,Update available (3.0.0)
trim-off-newlines,1.0.3,1.0.3,Up-to-date
update-notifier,5.1.0,7.3.1,Update available (7.3.1)
yargs,16.2.0,18.0.0,Update available (18.0.0)
v8-coverage,0.2.3,1.0.9,Update available (1.0.9)
v8-to-istanbul,9.3.0,9.3.0,Up-to-date
get-stream,6.0.1,9.0.1,Update available (9.0.1)
human-signals,3.0.1,8.0.1,Update available (8.0.1)
is-stream,3.0.0,4.0.1,Update available (4.0.1)
npm-run-path,5.3.0,6.0.0,Update available (6.0.0)
path-key,4.0.0,4.0.0,Up-to-date
onetime,6.0.0,7.0.0,Update available (7.0.0)
